Krishna Synthetics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Krishival Foods Ltd.,Miscellaneous,NaN,Effectively using its capital to generate profit - RoCE improving in last 2 years,Declining Net Cash Flow : Companies not able to generate net cash,No Opportunity for this stock,249.5,249.5,193.45,309.95
La Opala RG Ltd.,Glass & Glass Products,365.0,Effectively using its capital to generate profit - RoCE improving in last 2 years,MACD Crossover Below Signal Line,Positive Breakout First Resistance ( LTP > R1) ,360.0,364.5,327.0,479.75
Krishanveer Forge Ltd.,Auto Ancillaries - Castings/Forgings,94.5,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,85.65,94.9,35.7,94.9
Krishna Defence And Allied Industries Ltd.,Defence,NaN,Effectively using Shareholders fund - Return on equity (ROE) improving since last 2 year,No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,364.5,375.0,127.65,400.0
Karishma Floriculture Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Krishana Phoschem Ltd.,Fertilizers,NaN,Company with high TTM EPS Growth,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,No Opportunity for this stock,235.0,239.8,223.6,559.4
Krishna Ferro Products Ltd.,Steel - Medium & Small,2.25,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.25,2.25,2.25,3.35
Krishna Lifestyle Technologies Ltd.,Textiles & Apparel,0.29,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,0.29,0.29,0.19,0.31
Krishna Filaments Ltd.,Plastic Products,5.48,"Strong Momentum: Price above short, medium and long term moving averages",High PE with Negative ROE,Turnaround companies- loss to profit QoQ ,5.48,5.48,2.41,13.6
Krishna Capital and Securities Ltd.,Finance - NBFC,22.9,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),RSI indicating price strength ,22.9,22.9,3.43,32.05
Krimpex Synthetics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kridhan Infra Ltd.,Iron & Steel,4.3,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown Third Support (LTP < S3),Highest Recovery from 52 Week Low ,4.35,4.35,1.65,5.75
Krebs Biochemicals & Industries Ltd.,Pharmaceuticals & Drugs,73.1,Growth in Net Profit with increasing Profit Margin (QoQ),Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Stock with Low PE (PE < = 10) ,72.0,76.85,50.65,108.05
KPR Teleproducts Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kratos Energy & Infrastructure Ltd.,Finance - Investments,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,45.75,54.55
Krishana Fabrics Ltd.,Textiles - General,7.42,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,7.42,7.42,7.42,18.25
KRBL Ltd.,Food Processing,375.6,Company with Low Debt,Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout First Resistance ( LTP > R1) ,371.2,377.6,319.5,470.9
Kripal Sprin Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kretto Syscon Ltd.,Medical Equipment/Supplies/Accessories,0.88,"Strong Momentum: Price above short, medium and long term moving averages",Declining profits every quarter for the past 2 quarters,Positive Breakout Third Resistance ( LTP > R3) ,0.86,0.88,0.43,0.95
Kreon Finnancial Services Ltd.,Finance - NBFC,67.15,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,67.15,67.15,32.8,68.98
K.R. Steel Union Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KPT Industries Ltd.,Engineering - Industrial Equipments,605.85,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,591.0,619.95,212.0,650.0
KPR Mill Ltd.,Textiles & Apparel,766.9,Company with Low Debt,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Brokers upgraded recommendation or target price in the past three months ,764.95,777.0,505.95,928.15
Kranti Industries Ltd.,Auto Ancillaries,89.0,Strong Annual EPS Growth,Decline in Net Profit (QoQ),No Opportunity for this stock,87.53,90.91,60.2,112.8
Kalpataru Projects International Ltd.,Transmission Towers / Equipments,728.0,"Strong Momentum: Price above short, medium and long term moving averages","Negative profit growth, promoters decreasing shareholding QoQ",Brokers upgraded recommendation or target price in the past three months ,725.2,731.75,480.2,761.4
Kotyark Industries Ltd.,Renewables,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Highest Recovery from 52 Week Low ,1258.05,1288.0,261.75,1417.95
KPIT Technologies Ltd.,IT Services & Consulting,NaN,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Highest Recovery from 52 Week Low ,1531.2,1561.85,686.75,1640.0
Kotia Enterprises Ltd.,Textiles,14.0,Company with No Debt,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,RSI indicating price strength ,14.0,14.17,10.29,19.4
Kovalam Investment & Trading Co. Ltd.,Finance - Investments,0.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.0,0.0,0.0,0.25
Kovai Medical Center and Hospital Ltd.,Hospital & Healthcare Services,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,3219.0,3263.95,1666.0,3570.0
KP Gelatine Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kothari Products Ltd.,Trading,154.05,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown First Support (LTP < S1),RSI indicating price strength ,150.15,158.75,99.9,186.7
Kothari Sugars and Chemicals Ltd.,Sugar,NaN,Effectively using its capital to generate profit - RoCE improving in last 2 years,Negative Breakdown Second Support (LTP < S2),No Opportunity for this stock,51.3,54.75,32.4,63.8
Kothari Petrochem Ltd.,Chemicals,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,160.0,164.5,54.4,170.0
Kriptol Industries Ltd.,Dyes & Pigments,5.15,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,5.15,5.16,1.46,9.45
Koutons Retail India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KOTAKMNC Ltd.,Miscellaneous,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,24.15,24.41,0.0,24.75
KOTAKMID50 Ltd.,Miscellaneous,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,134.93,136.39,0.0,137.68
KOTAKLOVOL Ltd.,Miscellaneous,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,17.71,18.1,0.0,18.55
Kothari World Finance Ltd.,Finance - Investment,52.0,Company with high TTM EPS Growth,Negative Breakdown Third Support (LTP < S3),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year average PE ",52.0,52.0,50.75,60.3
KOTAKLIQ Ltd.,Miscellaneous,NaN,Near 52 Week High,Near 52 Week Low,No Opportunity for this stock,999.99,1000.01,0.0,1004.0
KOTAKCONS Ltd.,Miscellaneous,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,96.11,97.24,0.0,100.2
Kothari Pioneer Bluechip Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KOTAKSILVE Ltd.,Miscellaneous,NaN,No Strength for this stock,"Weak Momentum: Price below Short, Medium and Long Term Averages",No Opportunity for this stock,70.22,70.9,0.0,78.0
Kothari Fermentation and Biochem Ltd.,Other agriculture products,78.7,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Highest Recovery from 52 Week Low ,77.0,79.4,38.26,105.0
Kothari Global Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KOTAK NIFTY ALPHA 50 ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,Positive Breakout First Resistance ( LTP > R1) ,43.85,44.64,24.19,44.64
Kotak Mahindra MF - Kotak PSU Bank ETF,ETF,591.97,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,591.31,599.5,350.0,599.5
Kotak NV 20 ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,134.0,135.45,97.8,140.32
Kotak IT ETF,ETF,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,38.8,39.3,27.45,39.94
Kotak Mutual Fund - Gold Exchange Traded Fund Ltd.,Gold ETF,52.98,Near 52 Week High,No weakness for this stock,No Opportunity for this stock,52.95,53.17,47.01,55.2
Kotak Mahindra Mutual Fund - Nifty ETF,ETF,233.1,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,232.5,233.99,179.6,239.8
Kotak Sensex ETF,ETF,76.7,Near 52 Week High,No weakness for this stock,RSI indicating price strength ,76.1,77.78,58.1,79.42
Kopran Ltd.,Pharmaceuticals & Drugs,262.5,Stock passes majority of CANSLIM Investment criteria,MFs decreased their shareholding last quarter,Negative to Positive growth in Sales and Profit with Strong Price momentum ,259.05,268.75,96.0,285.6
Konkan Tyres Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KPI Green Energy Ltd.,Engineering - Industrial Equipments,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Highest Recovery from 52 Week Low ,1428.5,1449.3,390.0,1543.5
Kore Digital Ltd.,Transmission Towers / Equipments,NaN,New 52 week high today,Low Piotroski Score : Companies with weak financials,Positive Breakout Third Resistance ( LTP > R3) ,877.7,903.45,123.25,903.45
Kore Foods Ltd.,Consumer Food,7.98,Effectively using its capital to generate profit - RoCE improving in last 2 years,Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,7.45,8.05,5.92,9.95
Kotak Mahindra MF-Kotak Banking ETF-Dividend PO,ETF,NaN,Near 52 Week High,No weakness for this stock,No Opportunity for this stock,467.31,473.99,392.32,498.3
Kotak Mahindra Bank Ltd.,Bank - Private,NaN,Company with high TTM EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout First Resistance ( LTP > R1) ,1758.1,1829.45,1643.5,2064.4
Koratla Leasefin India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Koratla Textiles India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Konar Organics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Koluthara Exports Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kokuyo Camlin Ltd.,Printing & Stationery,142.8,Company with high TTM EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,141.6,145.4,66.6,178.4
Kongarar Integrated Fibres Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Konark Synthetics Ltd.,Textiles & Apparel,16.91,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Turnaround companies- loss to profit QoQ ,16.91,16.91,10.49,17.05
Kangarar Textiles Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kontor Space Ltd.,Misc. Commercial Services,NaN,Strong Annual EPS Growth,No weakness for this stock,No Opportunity for this stock,87.0,90.7,73.2,98.0
Kohinoor Techno Engineers Ltd.,Trading,2.2,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,2.2,2.2,1.99,2.3
Kolar Biotech Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kohinoor Broadcast Corporation Ltd.,Media & Entertainment,0.24,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.24,0.24,0.15,0.33
Kome-On Communication Ltd.,"Film Production, Distribution & Entertainment",2.11,Company with No Debt,Negative Breakdown First Support (LTP < S1),Stock with Low PE (PE < = 10) ,2.07,2.18,1.9,3.89
Kody Technolab Ltd.,Software,NaN,New 52 week high today,Companies with High Debt,Positive Breakout Third Resistance ( LTP > R3) ,888.2,888.2,160.0,888.2
Kolte-Patil Developers Ltd.,Construction - Residential & Commercial Complexes,537.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Brokers upgraded recommendation or target price in the past three months ,534.9,545.25,231.0,585.0
Kochi Refineries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kobo Biotech Ltd.,Pharmaceuticals & Drugs,3.71,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Stock with Low PE (PE < = 10) ,3.39,3.73,1.86,4.28
Kohinoor Foods Ltd.,Food Processing,47.0,Company able to generate Net Cash - Improving Net Cash Flow for last 2 years,Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,44.1,47.5,28.35,83.95
Knowledge Marine & Engineering Works Ltd.,Miscellaneous,NaN,"Strong Momentum: Price above short, medium and long term moving averages",No weakness for this stock,RSI indicating price strength ,1578.0,1618.0,845.1,1815.0
Koa Tools India Ltd.,Engineering,0.25,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.25,0.25,0.19,0.26
Kojam Fininvest Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Koffee Break Pictures Ltd.,Textiles - Readymade Apparels,0.19,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,0.19,0.19,0.19,0.24
Kodak India Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kocher OIls Mills Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KMS Medisurgi Ltd.,Medical Equipment/Supplies/Accessories,121.91,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,121.91,121.91,33.5,121.91
Knitworth Exports Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KNR Constructions Ltd.,Construction - Infrastructure,272.15,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Positive Breakout Third Resistance ( LTP > R3) ,261.95,273.65,226.3,305.5
KM Sugar Mills Ltd.,Sugar,32.1,Company with high TTM EPS Growth,MACD Crossover Below Signal Line,Stock with Low PE (PE < = 10) ,31.9,32.7,23.0,39.35
KLJ Plastics Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KND Engineering Technologies Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KMG Milk Food Ltd.,Consumer Food,38.5,Strong Annual EPS Growth,Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,38.5,38.5,14.75,48.03
KN Agri Resources Ltd.,Vegetable Oils & Products,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,RSI indicating price strength ,162.25,173.0,98.6,178.35
KMC Speciality Hospitals Ltd.,Hospital & Healthcare Services,100.92,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,99.8,104.0,52.0,104.0
KMF Builders and Developers Ltd.,Construction - Residential & Commercial Complexes,8.27,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,8.25,8.27,3.3,8.27
KMF Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kkalpana Industries Ltd.,Plastic Products - Others,10.0,Growth in Net Profit with increasing Profit Margin (QoQ),Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,9.95,10.31,8.85,16.7
Kovilpatti Lakshmi Roller Flour Mills  Ltd.,Food Processing,224.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout First Resistance ( LTP > R1) ,222.15,235.05,86.5,237.8
KLG Systel Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KLG Capital Services Ltd.,Finance - Investment,6.39,Company with Low Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,6.09,6.39,5.32,15.76
KKV Agro Powers Ltd.,Power Generation/Distribution,NaN,Effectively using its capital to generate profit - RoCE improving in last 2 years,No weakness for this stock,Positive Breakout Third Resistance ( LTP > R3) ,809.0,810.0,542.55,941.0
Kkalpana Plastick Ltd.,Plastic Products,14.87,Company with No Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Turnaround companies- loss to profit QoQ ,14.87,14.87,11.0,20.45
Kitply Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KJMC Financial Services Ltd.,Finance - NBFC,48.0,Growth in Net Profit with increasing Profit Margin (QoQ),Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,46.36,50.49,27.65,60.2
KK Shah Hospitals Ltd.,Hospital & Healthcare Services,66.5,Growth in Net Profit with increasing Profit Margin (QoQ),Low Piotroski Score : Companies with weak financials,No Opportunity for this stock,66.3,68.5,45.0,89.8
Kirloskar Pneumatic Company Ltd.,Compressors / Pumps,615.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Negative to Positive growth in Sales and Profit with Strong Price momentum ,614.05,631.0,4.5,631.0
Kisan Mouldings Ltd.,Plastics - Tubes/Pipes/Hoses & Fittings,14.29,Growth in Quarterly Net Profit with increasing Profit Margin (YoY),Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,13.51,14.39,6.0,18.13
Kirloskar Oil Engines Ltd.,Engineering - Industrial Equipments,696.4,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,682.0,699.5,288.1,714.0
KJ International Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kirloskar Multimedia Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kitex Garments Ltd.,Textiles & Apparel,225.15,Growth in Net Profit with increasing Profit Margin (QoQ),Degrowth in Revenue and Profit,No Opportunity for this stock,225.0,229.6,136.2,245.75
KJMC Corporate Advisors (India) Ltd.,Finance - Stock Broking,52.58,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",52.58,52.58,23.9,60.12
Kitti Steels Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kiri Industries Ltd.,Dyes & Pigments,409.9,Growth in Net Profit with increasing Profit Margin (QoQ),Degrowth in Revenue and Profit,Turnaround companies- loss to profit QoQ ,399.0,411.0,255.0,452.5
Kirloskar Brothers Ltd.,Engineering - Industrial Equipments,895.15,Company with high TTM EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout First Resistance ( LTP > R1) ,880.05,897.6,286.1,1061.55
Kirloskar Investment and Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kiran Print Pack Ltd.,Printing & Stationery,11.82,Growth in Net Profit with increasing Profit Margin (QoQ),"Rising other income, and low operating income",Turnaround companies- loss to profit QoQ ,11.31,11.82,3.8,13.94
Kirloskar Brothers Investments Ltd.,Finance - General,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,4300.0,4490.0,1305.0,4940.0
Kirloskar Electric Co Ltd.,Electric Equipment,122.2,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Negative to Positive growth in Sales and Profit with Strong Price momentum ,120.05,123.35,64.9,141.0
Kirloskar Ferrous Industries Ltd.,Metals - Castings/Forgings,581.45,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Brokers upgraded recommendation or target price in the past three months ,572.5,581.5,347.25,583.95
Kings International Aqua Marine Exports Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kiran Vyapar Ltd.,Finance - Investment,176.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout Third Resistance ( LTP > R3) ,161.05,178.7,130.0,178.7
Kiran Overseas Exports Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Khemani Distributors & Marketing Ltd.,Trading,76.96,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,76.96,76.96,19.0,76.96
Kirloskar Industries Ltd.,Power Generation/Distribution,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,4005.0,4050.0,1890.0,4050.0
Kirloskar Ferrous Industries (Warrants) Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kings India Chem Corp Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kings Infra Ventures Ltd.,Infrastructure,219.35,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Highest Recovery from 52 Week Low ,216.5,227.0,80.25,235.95
Kiran Syntex Ltd.,Textiles - Spinning - Synthetic Blended,10.84,Company with Low Debt,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout First Resistance ( LTP > R1) ,10.1,10.88,4.12,15.95
Kinjal Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KIOCL Ltd.,Iron & Steel,392.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,372.4,396.0,166.0,519.4
Kinjal Metals Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kingfa Science & Technology Ltd.,Plastic Products - Others,NaN,Company with high TTM EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",2190.05,2224.55,1230.25,2595.0
Kimia Biosciences Ltd.,Pharmaceuticals & Drugs,36.7,Growth in Net Profit with increasing Profit Margin (QoQ),Companies with High Debt,Stock with Low PE (PE < = 10) ,35.9,37.5,31.26,42.85
Killick Nixon Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kinetic Trust Ltd.,Finance - Investment,14.93,"Strong Momentum: Price above short, medium and long term moving averages",Declining profits every quarter for the past 2 quarters,Highest Recovery from 52 Week Low ,14.93,14.93,5.6,18.05
Kingfisher Airlines Ltd.,Transport & Logistics,1.36,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.26,1.38,1.16,3.69
Kilitch Drugs (India) Ltd.,Pharmaceuticals & Drugs,392.7,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Negative to Positive growth in Sales and Profit with Strong Price momentum ,392.1,405.0,125.0,421.95
Kinetic Engineering Ltd.,Auto Ancillaries,137.0,Effectively using its capital to generate profit - RoCE improving in last 2 years,Companies with High Debt,Negative to Positive growth in Sales and Profit with Strong Price momentum ,135.1,138.5,86.01,154.5
Kilburn Chemicals Ltd.,Commodity Chemicals,8.67,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,8.67,9.12,8.18,49.0
Kinetic Captial Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Kinetic Motor Company Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
KIC Metaliks Ltd.,Iron & Steel,55.5,Book Value per share Improving for last 2 years,Decline in Net Profit with falling Profit Margin (QoQ),No Opportunity for this stock,53.1,55.77,32.0,65.8
Kilburn Engineering Ltd.,Engineering - Industrial Equipments,280.05,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,280.0,285.0,73.55,304.5
KIFS Financial Services Ltd.,Finance - NBFC,165.0,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,157.6,167.5,90.15,230.63
Kilburn Office Automation Ltd.,Engineering - Industrial Equipments,1.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,1.1,1.1,1.1,6.79
Kiduja India Ltd.,Finance - Investment,161.0,Growth in Net Profit with increasing Profit Margin (QoQ),Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,161.0,163.95,27.45,451.75
Kids Medical Systems Ltd.,Miscellaneous,7.98,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,7.98,7.98,7.98,11.4
Khyati Multimedia Entertainment Ltd.,"Film Production, Distribution & Entertainment",1.74,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,1.74,1.74,0.45,1.74
KIEV Finance Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Khodiyar Industries Ltd.,NaN,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,NaN,NaN,NaN,NaN
Khoday India Ltd.,Breweries & Distilleries,116.25,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,105.55,116.65,58.0,134.1
