1491,CLVT^A,Clarivate Plc 5.25% Series A Mandatory Convertible Preferred Shares,$35.82,0.12,0.336%,16354,NaN,United Kingdom,NaN,NaN,NaN,/market-activity/stocks/clvt^a
1492,CLW,Clearwater Paper Corporation Common Stock,$37.41,-1.52,-3.904%,324810,616662624.0,United States,NaN,Paper,Basic Materials,/market-activity/stocks/clw
1493,CLWT,Euro Tech Holdings Company Limited Common Stock,$1.52,-0.03,-1.935%,15767,11734400.0,Hong Kong,1997.0,Professional and commerical equipment,Consumer Discretionary,/market-activity/stocks/clwt
1494,CLX,Clorox Company (The) Common Stock,$152.84,0.24,0.157%,983493,18968411936.0,United States,NaN,Specialty Chemicals,Consumer Discretionary,/market-activity/stocks/clx
1495,CM,Canadian Imperial Bank of Commerce Common Stock,$46.95,0.18,0.385%,5861089,43712668341.0,Canada,NaN,NaN,NaN,/market-activity/stocks/cm
1496,CMA,Comerica Incorporated Common Stock,$49.54,-0.42,-0.841%,2053525,6532979106.0,United States,NaN,Major Banks,Finance,/market-activity/stocks/cma
1497,CMAX,CareMax Inc. Class A Common Stock,$7.69,0.01,0.13%,29850,28796651.0,United States,2020.0,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cmax
1498,CMAXW,CareMax Inc. Warrant,$0.025,0.005,25.00%,61211,93617.0,United States,2020.0,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cmaxw
1499,CMBM,Cambium Networks Corporation Ordinary Shares,$4.06,-0.04,-0.976%,109055,112320416.0,Cayman Islands,2019.0,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/cmbm
1500,CMC,Commercial Metals Company Common Stock,$54.69,0.82,1.522%,680023,6365250313.0,United States,NaN,Steel/Iron Ore,Industrials,/market-activity/stocks/cmc
1501,CMCA,Capitalworks Emerging Markets Acquisition Corp Class A Ordinary Shares,$11.06,0.03,0.272%,180713,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/cmca
1502,CMCAW,Capitalworks Emerging Markets Acquisition Corp Warrant,$0.0211,0.0,0.00%,3,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/cmcaw
1503,CMCL,Caledonia Mining Corporation Plc Common Shares,$10.01,0.3,3.09%,32329,192091900.0,Canada,NaN,Precious Metals,Basic Materials,/market-activity/stocks/cmcl
1504,CMCM,Cheetah Mobile Inc. American Depositary Shares each representing fifty (50) Class A Ordinary Shares,$2.27,0.1201,5.586%,30112,65858173.0,China,2022.0,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cmcm
1505,CMCO,Columbus McKinnon Corporation Common Stock,$41.93,0.24,0.576%,173422,1205738158.0,United States,1996.0,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/cmco
1506,CMCSA,Comcast Corporation Class A Common Stock,$41.90,-0.01,-0.024%,14666339,166420822504.0,United States,NaN,Cable & Other Pay Television Services,Telecommunications,/market-activity/stocks/cmcsa
1507,CMCT,Creative Media & Community Trust Corporation Common stock,$3.545,-0.035,-0.978%,8687,80778997.0,United States,NaN,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cmct
1508,CME,CME Group Inc. Class A Common Stock,$217.96,-0.04,-0.018%,2050852,78464069049.0,United States,2002.0,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/cme
1509,CMG,Chipotle Mexican Grill Inc. Common Stock,$2646.72,19.35,0.736%,158528,72576156416.0,United States,2006.0,Restaurants,Consumer Discretionary,/market-activity/stocks/cmg
1510,CMI,Cummins Inc. Common Stock,$263.97,1.09,0.415%,2261344,37445951903.0,United States,NaN,Industrial Machinery/Components,Industrials,/market-activity/stocks/cmi
1511,CMLS,Cumulus Media Inc. Class A Common Stock,$4.70,0.48,11.374%,69127,77588399.0,United States,NaN,Broadcasting,Consumer Discretionary,/market-activity/stocks/cmls
1512,CMMB,Chemomab Therapeutics Ltd. American Depositary Share,$0.725,-0.025,-3.333%,105214,8011114.0,Israel,2019.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cmmb
1513,CMND,Clearmind Medicine Inc. Common Shares,$1.88,0.02,1.075%,3532043,6338074.0,Canada,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cmnd
1514,CMP,Compass Minerals Intl Inc Common Stock,$22.04,0.91,4.307%,274312,910500964.0,United States,2003.0,Mining & Quarrying of Nonmetallic Minerals (No Fuels),Industrials,/market-activity/stocks/cmp
1515,CMPO,CompoSecure Inc. Class A Common Stock,$4.875,0.075,1.563%,170442,386661800.0,United States,2020.0,Finance: Consumer Services,Finance,/market-activity/stocks/cmpo
1516,CMPOW,CompoSecure Inc. Warrant,$0.32,0.0625,24.272%,114,25380877.0,United States,2020.0,Finance: Consumer Services,Finance,/market-activity/stocks/cmpow
1517,CMPR,Cimpress plc Ordinary Shares (Ireland),$91.60,1.61,1.789%,227575,2439911736.0,Netherlands,2005.0,Publishing,Consumer Discretionary,/market-activity/stocks/cmpr
1518,CMPS,COMPASS Pathways Plc American Depository Shares,$10.19,0.18,1.798%,264959,464884919.0,United Kingdom,2020.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cmps
1519,CMPX,Compass Therapeutics Inc. Common Stock,$1.79,0.09,5.294%,95701,228200524.0,United States,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cmpx
1520,CMRE,Costamare Inc. Common Stock $0.0001 par value,$11.34,0.2,1.795%,395769,1386901403.0,Greece,2010.0,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cmre
1521,CMRE^B,Costamare Inc. Perpetual Preferred Stock Series B (Marshall Islands),$25.42,0.3,1.194%,399,NaN,Greece,NaN,NaN,NaN,/market-activity/stocks/cmre^b
1522,CMRE^C,Costamare Inc. Perpetual Preferred Series C (Marshall Islands),$25.81,0.41,1.614%,6408,NaN,Greece,NaN,NaN,NaN,/market-activity/stocks/cmre^c
1523,CMRE^D,Costamare Inc. 8.75% Series D Cumulative Redeemable Perpetual Preferred Stock,$25.7901,-0.0399,-0.154%,2747,NaN,Greece,NaN,NaN,NaN,/market-activity/stocks/cmre^d
1524,CMRE^E,Costamare Inc. 8.875% Series E Cumulative Redeemable Perpetual Preferred Stock par value $0.0001,$26.34,-0.1754,-0.662%,4024,NaN,Greece,NaN,NaN,NaN,/market-activity/stocks/cmre^e
1525,CMRX,Chimerix Inc. Common Stock,$1.18,0.0,0.00%,216986,104891734.0,United States,2013.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cmrx
1526,CMS,CMS Energy Corporation Common Stock,$57.70,0.56,0.98%,2084759,16989396874.0,United States,NaN,Power Generation,Utilities,/market-activity/stocks/cms
1527,CMS^B,CMS Energy Corporation Preferred Stock,$80.00,0.12,0.15%,2006,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cms^b
1528,CMS^C,CMS Energy Corporation Depositary Shares each representing a 1/1000th interest in a share of 4.200% Cumulative Redeemable Perpetual Preferred Stock Series C,$20.35,0.12,0.593%,10196,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cms^c
1529,CMSA,CMS Energy Corporation 5.625% Junior Subordinated Notes due 2078,$25.088,0.308,1.243%,12167,7387001539.0,United States,2018.0,Power Generation,Utilities,/market-activity/stocks/cmsa
1530,CMSC,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2078,$24.80,0.02,0.081%,29680,7302201776.0,United States,2018.0,Power Generation,Utilities,/market-activity/stocks/cmsc
1531,CMSD,CMS Energy Corporation 5.875% Junior Subordinated Notes due 2079,$24.81,0.05,0.202%,56380,7305146212.0,United States,2019.0,Power Generation,Utilities,/market-activity/stocks/cmsd
1532,CMT,Core Molding Technologies Inc Common Stock,$17.41,0.28,1.635%,21340,157398657.0,United States,1996.0,Plastic Products,Industrials,/market-activity/stocks/cmt
1533,CMTG,Claros Mortgage Trust Inc. Common Stock,$9.31,-0.5,-5.097%,476678,1291719274.0,United States,2021.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cmtg
1534,CMTL,Comtech Telecommunications Corp. Common Stock,$6.45,-0.3,-4.444%,246181,183689228.0,United States,NaN,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/cmtl
1535,CMU,MFS Municipal Income Trust Common Stock,$3.30,-0.03,-0.901%,110820,93473536.0,United States,1987.0,Investment Managers,Finance,/market-activity/stocks/cmu
1536,CNA,CNA Financial Corporation Common Stock,$44.50,0.22,0.497%,126570,12054914053.0,United States,NaN,Property-Casualty Insurers,Finance,/market-activity/stocks/cna
1537,CNC,Centene Corporation Common Stock,$80.22,0.15,0.187%,2136802,42906709860.0,United States,NaN,Medical Specialities,Health Care,/market-activity/stocks/cnc
1538,CNDA,Concord Acquisition Corp II Class A Common Stock,$10.45,0.0,0.00%,168578,0.0,NaN,2021.0,Blank Checks,Finance,/market-activity/stocks/cnda
1539,CNDB,Concord Acquisition Corp III Class A Common Stock,$9.90,-0.69,-6.516%,971,0.0,NaN,2021.0,Blank Checks,Finance,/market-activity/stocks/cndb
1540,CNDT,Conduent Incorporated Common Stock ,$3.50,-0.01,-0.285%,1266012,734912164.0,United States,NaN,Retail: Computer Software & Peripheral Equipment,Technology,/market-activity/stocks/cndt
1541,CNET,ZW Data Action Technologies Inc. Common Stock,$0.97,0.04,4.301%,11482,6988371.0,China,NaN,Advertising,Consumer Discretionary,/market-activity/stocks/cnet
1542,CNEY,CN Energy Group Inc. Class A Ordinary Shares,$1.49,-0.09,-5.696%,224489,3555921.0,China,2021.0,Major Chemicals,Industrials,/market-activity/stocks/cney
1543,CNF,CNFinance Holdings Limited American Depositary Shares each representing  twenty (20) Ordinary Shares,$2.22,0.27,13.846%,28152,152252400.0,NaN,2018.0,Finance: Consumer Services,Finance,/market-activity/stocks/cnf
1544,CNFR,Conifer Holdings Inc. Common Stock,$1.27,0.0,0.00%,104,15523059.0,United States,2015.0,Property-Casualty Insurers,Finance,/market-activity/stocks/cnfr
1545,CNGL,Canna-Global Acquisition Corp. Class A Common Stock,$11.08,0.05,0.453%,615,0.0,United States,2022.0,Blank Checks,Finance,/market-activity/stocks/cngl
1546,CNHI,CNH Industrial N.V. Common Shares,$12.22,0.29,2.431%,8523112,16258510521.0,United Kingdom,2013.0,Construction/Ag Equipment/Trucks,Industrials,/market-activity/stocks/cnhi
1547,CNI,Canadian National Railway Company Common Stock,$131.61,0.18,0.137%,681197,84734893374.0,Canada,NaN,Railroads,Industrials,/market-activity/stocks/cni
1548,CNK,Cinemark Holdings Inc Cinemark Holdings Inc. Common Stock,$16.29,0.2,1.243%,2951125,1980695122.0,United States,2007.0,Movies/Entertainment,Consumer Discretionary,/market-activity/stocks/cnk
1549,CNM,Core & Main Inc. Class A Common Stock,$46.57,0.31,0.67%,1893043,10069584000.0,United States,2021.0,Durable Goods,Consumer Discretionary,/market-activity/stocks/cnm
1550,CNMD,CONMED Corporation Common Stock,$80.80,-0.56,-0.688%,324445,2484777679.0,United States,1987.0,Biotechnology: Electromedical & Electrotherapeutic Apparatus,Health Care,/market-activity/stocks/cnmd
1551,CNNE,Cannae Holdings Inc. Common Stock,$21.84,-0.37,-1.666%,1267279,1544349512.0,United States,2017.0,Restaurants,Consumer Discretionary,/market-activity/stocks/cnne
1552,CNO,CNO Financial Group Inc. Common Stock,$26.99,0.15,0.559%,495800,3027485736.0,United States,NaN,Accident &Health Insurance,Finance,/market-activity/stocks/cno
1553,CNO^A,CNO Financial Group Inc. 5.125% Subordinated Debentures due 2060,$17.0501,0.2401,1.428%,9823,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cno^a
1554,CNOB,ConnectOne Bancorp Inc. Common Stock,$20.19,0.23,1.152%,129699,779462610.0,United States,NaN,Major Banks,Finance,/market-activity/stocks/cnob
1555,CNOBP,ConnectOne Bancorp Inc. Depositary Shares each representing a 1/40th interest in a share of 5.25% Fixed-Rate Reset Non-Cumulative Perpetual Preferred Stock Series A,$19.57,0.41,2.14%,4568,755526661.0,United States,NaN,Major Banks,Finance,/market-activity/stocks/cnobp
1556,CNP,CenterPoint Energy Inc (Holding Co) Common Stock,$27.91,0.04,0.144%,4154915,17627808244.0,United States,NaN,Electric Utilities: Central,Utilities,/market-activity/stocks/cnp
1557,CNQ,Canadian Natural Resources Limited Common Stock,$65.32,-0.95,-1.434%,2694433,71024134320.0,Canada,NaN,NaN,NaN,/market-activity/stocks/cnq
1558,CNS,Cohen & Steers Inc Common Stock,$71.79,0.07,0.098%,103174,3527662104.0,United States,2004.0,Investment Managers,Finance,/market-activity/stocks/cns
1559,CNSL,Consolidated Communications Holdings Inc. Common Stock,$4.31,-0.02,-0.462%,492484,502063215.0,United States,2005.0,Telecommunications Equipment,Telecommunications,/market-activity/stocks/cnsl
1560,CNSP,CNS Pharmaceuticals Inc. Common Stock,$0.268,-0.007,-2.545%,305983,1406624.0,United States,2019.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cnsp
1561,CNTA,Centessa Pharmaceuticals plc American Depositary Shares,$11.01,0.26,2.419%,327836,1074899088.0,United Kingdom,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cnta
1562,CNTB,Connect Biopharma Holdings Limited American Depositary Shares,$1.235,0.155,14.352%,3139393,67975940.0,China,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cntb
1563,CNTG,Centogene N.V. Common Shares,$0.9208,0.0708,8.329%,9735,25414080.0,Germany,2019.0,Medical Specialities,Health Care,/market-activity/stocks/cntg
1564,CNTX,Context Therapeutics Inc. Common Stock,$1.16,-0.01,-0.855%,8061,18520621.0,United States,2021.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cntx
1565,CNTY,Century Casinos Inc. Common Stock,$2.76,0.065,2.412%,207021,83793410.0,United States,NaN,Hotels/Resorts,Consumer Discretionary,/market-activity/stocks/cnty
1566,CNVS,Cineverse Corp. Class A Common Stock,$1.41,0.01,0.714%,107433,18792424.0,United States,NaN,Consumer Electronics/Video Chains,Consumer Discretionary,/market-activity/stocks/cnvs
1567,CNX,CNX Resources Corporation Common Stock,$20.73,-0.01,-0.048%,2031571,3146636904.0,United States,1999.0,Oil & Gas Production,Energy,/market-activity/stocks/cnx
1568,CNXA,Connexa Sports Technologies Inc. Common Stock,$0.2104,-0.0387,-15.536%,3977739,722971.0,United States,NaN,Recreational Games/Products/Toys,Consumer Discretionary,/market-activity/stocks/cnxa
1569,CNXC,Concentrix Corporation Common Stock,$82.89,1.21,1.481%,223873,5495896618.0,United States,NaN,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cnxc
1570,CNXN,PC Connection Inc. Common Stock,$68.18,-0.52,-0.757%,33000,1791192302.0,United States,NaN,Catalog/Specialty Distribution,Consumer Discretionary,/market-activity/stocks/cnxn
1571,COCH,Envoy Medical Inc. Class A Common Stock,$1.26,0.05,4.132%,30187,24632977.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/coch
1572,COCHW,Envoy Medical Inc Warrant,$0.0125,0.0,0.00%,657,244375.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/cochw
1573,COCO,The Vita Coco Company Inc. Common Stock,$21.45,0.25,1.179%,582246,1217416307.0,United States,2021.0,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/coco
1574,COCP,Cocrystal Pharma Inc. Common Stock,$1.44,-0.01,-0.69%,8227,14650258.0,United States,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cocp
1575,CODA,Coda Octopus Group Inc. Common stock,$5.545,0.025,0.453%,18675,61907058.0,United States,NaN,Industrial Machinery/Components,Industrials,/market-activity/stocks/coda
1576,CODI,D/B/A Compass Diversified Holdings Shares of Beneficial Interest,$22.63,0.13,0.578%,116091,1625294045.0,United States,2006.0,Home Furnishings,Consumer Discretionary,/market-activity/stocks/codi
1577,CODI^A,Compass Diversified Holdings 7.250% Series A Preferred Shares representing beneficial interest in Compass Diversified Holdings,$24.75,-0.12,-0.483%,16488,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/codi^a
1578,CODI^B,Compass Diversified Holdings 7.875% Series B Fixed-to-Floating Rate Cumulative Preferred Shares representing beneficial interests in Compass Diversified Holdings,$25.10,0.055,0.22%,930,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/codi^b
1579,CODI^C,Compass Diversified Holdings 7.875% Series C Cumulative Preferred Shares,$25.49,0.18,0.711%,6032,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/codi^c
1580,CODX,Co-Diagnostics Inc. Common Stock,$1.13,0.01,0.893%,99624,34556422.0,United States,2017.0,Medical/Dental Instruments,Health Care,/market-activity/stocks/codx
1581,COE,51Talk Online Education Group American depositary shares each representing 60 Class A ordinary shares,$7.10,-0.09,-1.252%,1484,39974917.0,China,2016.0,Other Consumer Services,Real Estate,/market-activity/stocks/coe
1582,COEP,Coeptis Therapeutics Holdings Inc. Common Stock,$0.4914,0.0004,0.081%,181073,16760689.0,United States,2020.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/coep
1583,COEPW,Coeptis Therapeutics Holdings Inc. Warrants,$0.04,0.0,0.00%,1,1364321.0,United States,2020.0,Biotechnology: Biological Products (No Diagnostic Substances),Health Care,/market-activity/stocks/coepw
1584,COF,Capital One Financial Corporation Common Stock,$135.52,0.96,0.713%,3091802,51612354406.0,United States,1994.0,Major Banks,Finance,/market-activity/stocks/cof
1585,COF^I,Capital One Financial Corporation Depositary shares each representing a 1/40th interest in a share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series I of the Issuer,$20.10,-0.02,-0.099%,204646,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cof^i
1586,COF^J,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non- Cumulative Perpetual Preferred Stock Series J,$19.47,0.22,1.143%,99872,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cof^j
1587,COF^K,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series K,$19.18,0.1,0.524%,8367,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cof^k
1588,COF^L,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series L,$18.07,0.21,1.176%,44958,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cof^l
1589,COF^N,Capital One Financial Corporation Depositary Shares Each Representing a 1/40th Ownership Interest in a Share of Fixed Rate Non-Cumulative Perpetual Preferred Stock Series N,$17.80,0.2,1.136%,24721,NaN,United States,NaN,NaN,NaN,/market-activity/stocks/cof^n
1590,COFS,ChoiceOne Financial Services Inc. Common Stock,$26.15,-0.25,-0.947%,2797,197304208.0,United States,NaN,Major Banks,Finance,/market-activity/stocks/cofs
1591,COGT,Cogent Biosciences Inc. Common Stock,$7.44,-1.51,-16.872%,5154606,640764413.0,United States,2018.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cogt
1592,COHN,Cohen & Company Inc.,$6.71,-0.365,-5.159%,9506,12221238.0,United States,NaN,Investment Bankers/Brokers/Service,Finance,/market-activity/stocks/cohn
1593,COHR,Coherent Corp. Common Stock,$58.86,-1.61,-2.662%,1676657,8935734134.0,United States,NaN,Electronic Components,Technology,/market-activity/stocks/cohr
1594,COHU,Cohu Inc. Common Stock,$31.88,-0.53,-1.635%,309942,1500798788.0,United States,NaN,Electrical Products,Industrials,/market-activity/stocks/cohu
1595,COIN,Coinbase Global Inc. Class A Common Stock,$165.98,-4.93,-2.885%,7183658,40212833547.0,United States,NaN,Finance: Consumer Services,Finance,/market-activity/stocks/coin
1596,COKE,Coca-Cola Consolidated Inc. Common Stock,$829.23,15.6,1.917%,49973,7772944129.0,United States,1972.0,Beverages (Production/Distribution),Consumer Staples,/market-activity/stocks/coke
1597,COLB,Columbia Banking System Inc. Common Stock,$18.15,0.05,0.276%,2105678,3785650516.0,United States,1992.0,Major Banks,Finance,/market-activity/stocks/colb
1598,COLD,Americold Realty Trust Inc. Common Stock,$25.77,-2.53,-8.94%,6371253,7306308003.0,United States,2018.0,Real Estate Investment Trusts,Real Estate,/market-activity/stocks/cold
1599,COLL,Collegium Pharmaceutical Inc. Common Stock,$36.35,3.54,10.789%,1013611,1185405234.0,United States,2015.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/coll
1600,COLM,Columbia Sportswear Company Common Stock,$82.73,0.78,0.952%,500317,5005808060.0,United States,1998.0,Apparel,Consumer Discretionary,/market-activity/stocks/colm
1601,COMM,CommScope Holding Company Inc. Common Stock,$1.90,-0.02,-1.042%,1248633,402911095.0,United States,2013.0,Radio And Television Broadcasting And Communications Equipment,Technology,/market-activity/stocks/comm
1602,COMP,Compass Inc. Class A Common Stock,$3.33,-0.07,-2.059%,11435033,1608538065.0,United States,2021.0,EDP Services,Technology,/market-activity/stocks/comp
1603,CONN,Conn's Inc. Common Stock,$4.07,-0.03,-0.732%,60726,99918960.0,United States,2003.0,Consumer Electronics/Video Chains,Consumer Discretionary,/market-activity/stocks/conn
1604,CONX,CONX Corp. Class A Common Stock,$10.6001,-0.0749,-0.702%,122,0.0,United States,2020.0,Blank Checks,Finance,/market-activity/stocks/conx
1605,CONXW,CONX Corp. Warrant,$0.15,0.01,7.143%,61916,0.0,United States,2020.0,Blank Checks,Finance,/market-activity/stocks/conxw
1606,COO,The Cooper Companies Inc. Common Stock,$96.75,-1.03,-1.053%,1427660,19228203360.0,United States,NaN,Ophthalmic Goods,Health Care,/market-activity/stocks/coo
1607,COOK,Traeger Inc. Common Stock,$2.13,0.1,4.926%,281199,267973777.0,United States,2021.0,Wholesale Distributors,Consumer Discretionary,/market-activity/stocks/cook
1608,COOL,Corner Growth Acquisition Corp. Class A Ordinary Shares,$10.9001,0.0501,0.462%,5367,0.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/cool
1609,COOLW,Corner Growth Acquisition Corp. Warrant,$0.1001,0.0101,11.222%,14007,0.0,United States,2021.0,Blank Checks,Finance,/market-activity/stocks/coolw
1610,COOP,Mr. Cooper Group Inc. Common Stock,$72.94,0.66,0.913%,300849,4803853418.0,United States,NaN,Finance: Consumer Services,Finance,/market-activity/stocks/coop
1611,COP,ConocoPhillips Common Stock,$111.51,-0.71,-0.633%,5206181,131181297116.0,United States,NaN,Integrated oil Companies,Energy,/market-activity/stocks/cop
1612,COR,Cencora Inc. Common Stock,$237.27,2.87,1.224%,975180,47331092479.0,United States,NaN,Other Pharmaceuticals,Health Care,/market-activity/stocks/cor
1613,CORT,Corcept Therapeutics Incorporated Common Stock,$22.45,-0.54,-2.349%,844484,2323965361.0,United States,2004.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cort
1614,CORZ,Core Scientific Inc. Common Stock,$3.14,-0.095,-2.937%,1324771,1212107830.0,United States,NaN,NaN,NaN,/market-activity/stocks/corz
1615,CORZW,Core Scientific Inc. Tranche 1 Warrants,$1.21,-0.13,-9.701%,131480,0.0,United States,NaN,NaN,NaN,/market-activity/stocks/corzw
1616,CORZZ,Core Scientific Inc. Tranche 2 Warrants,$2.16,-0.11,-4.846%,119628,833806660.0,United States,NaN,NaN,NaN,/market-activity/stocks/corzz
1617,COSM,Cosmos Health Inc. Common Stock,$0.7649,-0.0051,-0.662%,157287,10252876.0,United States,NaN,Other Pharmaceuticals,Health Care,/market-activity/stocks/cosm
1618,COST,Costco Wholesale Corporation Common Stock,$737.93,3.53,0.481%,1264472,327515664500.0,United States,NaN,Department/Specialty Retail Stores,Consumer Discretionary,/market-activity/stocks/cost
1619,COTY,Coty Inc. Class A Common Stock,$13.10,0.13,1.002%,3861900,11726712354.0,United States,2013.0,Package Goods/Cosmetics,Consumer Discretionary,/market-activity/stocks/coty
1620,COUR,Coursera Inc. Common Stock,$16.48,0.09,0.549%,1042977,2513985503.0,United States,2021.0,Computer Software: Prepackaged Software,Technology,/market-activity/stocks/cour
1621,COYA,Coya Therapeutics Inc. Common Stock,$9.15,0.53,6.148%,189918,91778489.0,United States,2022.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/coya
1622,CP,Canadian Pacific Kansas City Limited Common Shares,$86.52,0.22,0.255%,1563571,80610684000.0,Canada,NaN,Railroads,Industrials,/market-activity/stocks/cp
1623,CPA,Copa Holdings S.A. Class A Common Stock,$98.83,-0.51,-0.513%,209619,2814678400.0,Panama,2005.0,Air Freight/Delivery Services,Consumer Discretionary,/market-activity/stocks/cpa
1624,CPAC,Cementos Pacasmayo S.A.A. American Depositary Shares (Each representing five Common Shares),$5.38,-0.07,-1.284%,6442,456082452.0,Peru,NaN,Building Materials,Industrials,/market-activity/stocks/cpac
1625,CPB,Campbell Soup Company Common Stock,$42.45,0.25,0.592%,1611161,12654337996.0,United States,NaN,Packaged Foods,Consumer Staples,/market-activity/stocks/cpb
1626,CPBI,Central Plains Bancshares Inc. Common Stock,$10.23,0.08,0.788%,1218,42258237.0,United States,2023.0,NaN,NaN,/market-activity/stocks/cpbi
1627,CPE,Callon Petroleum Company Common Stock,$31.28,0.0,0.00%,1244029,2119965965.0,United States,NaN,Oil & Gas Production,Energy,/market-activity/stocks/cpe
1628,CPF,Central Pacific Financial Corp New,$19.00,0.13,0.689%,159573,513855627.0,United States,NaN,Major Banks,Finance,/market-activity/stocks/cpf
1629,CPG,Crescent Point Energy Corporation Ordinary Shares (Canada),$7.05,-0.07,-0.983%,5271305,4417154870.0,Canada,NaN,NaN,NaN,/market-activity/stocks/cpg
1630,CPHC,Canterbury Park Holding Corporation 'New' Common Stock,$22.20,-0.24,-1.07%,2314,109771052.0,United States,NaN,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/cphc
1631,CPHI,China Pharma Holdings Inc. Common Stock,$0.088,-0.0024,-2.655%,1736561,2899747.0,China,NaN,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cphi
1632,CPIX,Cumberland Pharmaceuticals Inc. Common Stock,$2.14,-0.07,-3.167%,32373,30507198.0,United States,2009.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cpix
1633,CPK,Chesapeake Utilities Corporation Common Stock,$99.82,-3.92,-3.779%,237123,2219835491.0,United States,NaN,Oil & Gas Production,Utilities,/market-activity/stocks/cpk
1634,CPLP,Capital Product Partners L.P. Common Units,$18.12,-0.04,-0.22%,187669,997309271.0,Greece,2007.0,Marine Transportation,Consumer Discretionary,/market-activity/stocks/cplp
1635,CPNG,Coupang Inc. Class A Common Stock,$16.40,0.16,0.985%,12239197,29319714984.0,United States,2021.0,Durable Goods,Consumer Discretionary,/market-activity/stocks/cpng
1636,CPOP,Pop Culture Group Co. Ltd Class A Ordinary Shares,$3.74,-2.88,-43.505%,1193927,8994704.0,China,2021.0,Services-Misc. Amusement & Recreation,Consumer Discretionary,/market-activity/stocks/cpop
1637,CPRI,Capri Holdings Limited Ordinary Shares,$46.37,-0.22,-0.472%,744716,5405196163.0,Hong Kong,2011.0,Apparel,Consumer Discretionary,/market-activity/stocks/cpri
1638,CPRT,Copart Inc. (DE) Common Stock,$51.38,1.97,3.987%,13718160,49336691490.0,United States,1994.0,Other Specialty Stores,Consumer Discretionary,/market-activity/stocks/cprt
1639,CPRX,Catalyst Pharmaceuticals Inc. Common Stock,$14.04,0.14,1.007%,683572,1496824842.0,United States,2006.0,Biotechnology: Pharmaceutical Preparations,Health Care,/market-activity/stocks/cprx
