5630,KJMC Financial Services Ltd.,Finance - NBFC,48.0,Growth in Net Profit with increasing Profit Margin (QoQ),Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,No Threat for this stock,46.36,50.49,27.65,60.20
5631,KK Shah Hospitals Ltd.,Hospital & Healthcare Services,66.5,Growth in Net Profit with increasing Profit Margin (QoQ),Low Piotroski Score : Companies with weak financials,No Opportunity for this stock,No Threat for this stock,66.30,68.50,45.00,89.80
5632,Kirloskar Pneumatic Company Ltd.,Compressors / Pumps,615.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,614.05,631.00,4.50,631.00
5633,Kisan Mouldings Ltd.,Plastics - Tubes/Pipes/Hoses & Fittings,14.29,Growth in Quarterly Net Profit with increasing Profit Margin (YoY),Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,No Threat for this stock,13.51,14.39,6.00,18.13
5634,Kirloskar Oil Engines Ltd.,Engineering - Industrial Equipments,696.4,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,No Threat for this stock,682.00,699.50,288.10,714.00
5635,KJ International Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5636,Kirloskar Multimedia Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5637,Kitex Garments Ltd.,Textiles & Apparel,225.15,Growth in Net Profit with increasing Profit Margin (QoQ),Degrowth in Revenue and Profit,No Opportunity for this stock,No Threat for this stock,225.00,229.60,136.20,245.75
5638,KJMC Corporate Advisors (India) Ltd.,Finance - Stock Broking,52.58,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,52.58,52.58,23.90,60.12
5639,Kitti Steels Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5640,Kiri Industries Ltd.,Dyes & Pigments,409.9,Growth in Net Profit with increasing Profit Margin (QoQ),Degrowth in Revenue and Profit,Turnaround companies- loss to profit QoQ ,No Threat for this stock,399.00,411.00,255.00,452.50
5641,Kirloskar Brothers Ltd.,Engineering - Industrial Equipments,895.15,Company with high TTM EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,880.05,897.60,286.10,1061.55
5642,Kirloskar Investment and Finance Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5643,Kiran Print Pack Ltd.,Printing & Stationery,11.82,Growth in Net Profit with increasing Profit Margin (QoQ),"Rising other income, and low operating income",Turnaround companies- loss to profit QoQ ,No Threat for this stock,11.31,11.82,3.80,13.94
5644,Kirloskar Brothers Investments Ltd.,Finance - General,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,4300.00,4490.00,1305.00,4940.00
5645,Kirloskar Electric Co Ltd.,Electric Equipment,122.2,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,120.05,123.35,64.90,141.00
5646,Kirloskar Ferrous Industries Ltd.,Metals - Castings/Forgings,581.45,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,572.50,581.50,347.25,583.95
5647,Kings International Aqua Marine Exports Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5648,Kiran Vyapar Ltd.,Finance - Investment,176.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Quarterly Net Profit with falling Profit Margin (YoY),Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,161.05,178.70,130.00,178.70
5649,Kiran Overseas Exports Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5650,Kirloskar Industries Ltd.,Power Generation/Distribution,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of shareholder funds - ROE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,4005.00,4050.00,1890.00,4050.00
5651,Kirloskar Ferrous Industries (Warrants) Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5652,Kings India Chem Corp Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5653,Kings Infra Ventures Ltd.,Infrastructure,219.35,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Highest Recovery from 52 Week Low ,No Threat for this stock,216.50,227.00,80.25,235.95
5654,Kiran Syntex Ltd.,Textiles - Spinning - Synthetic Blended,10.84,Company with Low Debt,Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,10.10,10.88,4.12,15.95
5655,Kinjal Finance Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5656,KIOCL Ltd.,Iron & Steel,392.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,372.40,396.00,166.00,519.40
5657,Kinjal Metals Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5658,Kingfa Science & Technology Ltd.,Plastic Products - Others,NaN,Company with high TTM EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,2190.05,2224.55,1230.25,2595.00
5659,Kimia Biosciences Ltd.,Pharmaceuticals & Drugs,36.7,Growth in Net Profit with increasing Profit Margin (QoQ),Companies with High Debt,Stock with Low PE (PE < = 10) ,No Threat for this stock,35.90,37.50,31.26,42.85
5660,Killick Nixon Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5661,Kinetic Trust Ltd.,Finance - Investment,14.93,"Strong Momentum: Price above short, medium and long term moving averages",Declining profits every quarter for the past 2 quarters,Highest Recovery from 52 Week Low ,No Threat for this stock,14.93,14.93,5.60,18.05
5662,Kingfisher Airlines Ltd.,Transport & Logistics,1.36,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.26,1.38,1.16,3.69
5663,Kilitch Drugs (India) Ltd.,Pharmaceuticals & Drugs,392.7,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,392.10,405.00,125.00,421.95
5664,Kinetic Engineering Ltd.,Auto Ancillaries,137.0,Effectively using its capital to generate profit - RoCE improving in last 2 years,Companies with High Debt,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,135.10,138.50,86.01,154.50
5665,Kilburn Chemicals Ltd.,Commodity Chemicals,8.67,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,8.67,9.12,8.18,49.00
5666,Kinetic Captial Finance Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5667,Kinetic Motor Company Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5668,KIC Metaliks Ltd.,Iron & Steel,55.5,Book Value per share Improving for last 2 years,Decline in Net Profit with falling Profit Margin (QoQ),No Opportunity for this stock,No Threat for this stock,53.10,55.77,32.00,65.80
5669,Kilburn Engineering Ltd.,Engineering - Industrial Equipments,280.05,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,No Threat for this stock,280.00,285.00,73.55,304.50
5670,KIFS Financial Services Ltd.,Finance - NBFC,165.0,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,157.60,167.50,90.15,230.63
5671,Kilburn Office Automation Ltd.,Engineering - Industrial Equipments,1.1,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.10,1.10,1.10,6.79
5672,Kiduja India Ltd.,Finance - Investment,161.0,Growth in Net Profit with increasing Profit Margin (QoQ),Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,161.00,163.95,27.45,451.75
5673,Kids Medical Systems Ltd.,Miscellaneous,7.98,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,7.98,7.98,7.98,11.40
5674,Khyati Multimedia Entertainment Ltd.,"Film Production, Distribution & Entertainment",1.74,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Stock with Low PE (PE < = 10) ,No Threat for this stock,1.74,1.74,0.45,1.74
5675,KIEV Finance Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5676,Khodiyar Industries Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5677,Khoday India Ltd.,Breweries & Distilleries,116.25,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,No Threat for this stock,105.55,116.65,58.00,134.10
5678,Khazanchi Jewellers Ltd.,Diamond  &  Jewellery,321.1,Strong Annual EPS Growth,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,No Threat for this stock,321.10,337.95,140.00,349.95
5679,Khandelwal Hermann Electronics Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5680,KHFM Hospitality & Facility Management Ser. RE Ltd.,"Hotel, Resort & Restaurants",NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5681,Khoobsurat Ltd.,Trading,1.71,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,RSI indicating price strength ,No Threat for this stock,1.71,1.78,0.94,2.09
5682,KHFM Hospitality and Facility Management Services Ltd.,"Hotel, Resort & Restaurants",NaN,Company with Zero Promoter Pledge,Low Piotroski Score : Companies with weak financials,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,50.95,52.00,28.75,58.25
5683,KHSL Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5684,Khemsons Global Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5685,Khator Fibre and Fabrics Ltd.,Textiles & Apparel,8.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,8.00,8.00,7.41,11.72
5686,Khatau Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5687,Khemani Distributors & Marketing Ltd.,Trading,76.96,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,76.96,76.96,19.00,76.96
5718,Kerala Rubber & Reclaims Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5688,Khandwala Securities Ltd.,Finance - Stock Broking,29.26,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,No Threat for this stock,29.00,30.75,21.90,40.85
5689,Khaitan (India) Ltd.,Trading,69.32,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,No Threat for this stock,66.00,71.85,17.60,71.85
5690,Khandelwal Ext Ltd.,Other agriculture products,0.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,No Threat for this stock,0.00,0.00,7.15,8.67
5691,KGN Enterprises Ltd.,Agriculture,7.26,Rising Net Cash Flow and Cash from Operating activity,Negative Breakdown Third Support (LTP < S3),RSI indicating price strength ,Stocks with high PE (PE > 40),7.26,8.02,4.33,8.26
5692,Khaitan Paper Machines Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5693,KG Petrochem Ltd.,Textiles & Apparel,202.2,Strong cash generating ability from core business - Improving Cash Flow from operation for last 2 years,Negative Breakdown First Support (LTP < S1),Stock with Low PE (PE < = 10) ,No Threat for this stock,201.10,216.95,174.00,241.00
5694,Khaitan Electricals Ltd.,Domestic Appliances,7.49,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,7.49,7.49,7.49,19.05
5695,Khaitan Chemicals and Fertilizers Ltd.,Commodity Chemicals,93.32,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,83.00,94.70,56.30,94.70
5696,Khadim India Ltd.,Footwear,359.7,Strong Annual EPS Growth,MACD Crossover Below Signal Line,No Opportunity for this stock,No Threat for this stock,350.20,362.00,177.20,424.85
5697,Keytuo Chemicals Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5698,Kewal Kiran Clothing Ltd.,Textiles & Apparel,763.4,Company with high TTM EPS Growth,MACD Crossover Below Signal Line,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,750.00,770.00,364.15,827.45
5699,KFin Technologies Ltd.,Finance - Others,548.2,Stock passes majority of CANSLIM Investment criteria,No weakness for this stock,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,538.75,554.00,272.00,563.70
5700,KGN Industries Ltd.,Oil Exploration and Production,1.6,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.60,1.60,1.57,1.98
5701,KGN Agro Internationals Ltd.,Edible Oils & Solvent Extraction,10.0,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,10.00,10.00,0.00,0.00
5702,Keystone Realtors Ltd.,Construction - Residential & Commercial Complexes,708.3,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,RSI indicating price strength ,No Threat for this stock,703.05,720.00,416.05,734.90
5703,KFA Corporation Ltd.,IT Services & Consulting,74.0,Company with Low Debt,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Highest Recovery from 52 Week Low ,No Threat for this stock,74.00,75.00,35.60,101.78
5704,KG Denim Ltd.,Textiles & Apparel,36.24,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Stock with Low PE (PE < = 10) ,No Threat for this stock,35.56,38.00,22.10,41.90
5705,Kesoram Industries RE Ltd.,Diversified,13.3,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,12.55,14.80,7.50,19.00
5706,Keynote Financial Services Ltd.,Finance - Investment,149.65,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,140.00,151.30,77.70,173.90
5707,Key Corporation Ltd.,Finance - NBFC,103.14,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout Third Resistance ( LTP > R3) ,Red Flag: Large Swings Between Profit and Loss,103.14,103.14,42.75,103.14
5708,KEW Industries Ltd.,Auto Ancillaries,1.05,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.05,1.05,0.90,3.57
5709,Kesoram Industries Ltd.,Diversified,168.9,Growth in Net Profit with increasing Profit Margin (QoQ),Promoters increased pledged shares QoQ,Highest Recovery from 52 Week Low ,No Threat for this stock,167.00,171.85,54.65,180.00
5710,Kesar Petroproducts Ltd.,Commodity Chemicals,11.45,"Strong Momentum: Price above short, medium and long term moving averages",Degrowth in Revenue and Profit,Positive Breakout Second Resistance  ( LTP > R2) ,No Threat for this stock,11.45,11.45,4.55,12.64
5711,Kesari Printers Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5712,Kesoram Industries PP Ltd.,Diversified Chemicals,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5713,Shri Keshav Cements And Infra Ltd.,Cement,246.0,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Highest Recovery from 52 Week Low ,No Threat for this stock,246.00,251.00,110.60,269.85
5714,Kesar Enterprises Ltd.,Diversified,119.83,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,No Threat for this stock,119.83,122.90,50.00,135.00
5715,Kesar Terminals and Infrastructure Ltd.,Logistics,94.0,Strong cash generating ability from core business - Improving Cash Flow from operation for last 2 years,Red Flag: High Interest Payments Compared to Earnings,Highest Recovery from 52 Week Low ,No Threat for this stock,93.10,94.00,30.05,106.00
5716,Kerala Ayurveda Ltd.,Pharmaceuticals & Drugs,294.05,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Negative to Positive growth in Sales and Profit with Strong Price momentum ,No Threat for this stock,294.05,296.00,75.70,329.75
5717,Kesar India Ltd.,Construction - Residential & Commercial Complexes,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Low Piotroski Score : Companies with weak financials,Highest Recovery from 52 Week Low ,No Threat for this stock,1158.70,1158.70,100.40,1627.50
5719,Kera Sinter Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5720,Kesharia Spinners Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5721,Kesar Greenfield International Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5722,Kenvi Jewels Ltd.,Diamond  &  Jewellery,8.13,Effectively using its capital to generate profit - RoCE improving in last 2 years,Declining Net Cash Flow : Companies not able to generate net cash,Highest Recovery from 52 Week Low ,No Threat for this stock,8.01,8.35,3.04,15.70
5723,Kemrock Industries and Exports Ltd.,Plastics,8.73,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,8.73,9.50,8.25,11.03
5724,Kernex Microsystems (India) Ltd.,IT Services & Consulting,700.0,"Strong Momentum: Price above short, medium and long term moving averages",Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,695.00,710.85,214.60,710.85
5725,Kemistar Corporation Ltd.,Speciality Chemicals,43.0,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Degrowth in Revenue and Profit,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,39.87,44.00,33.01,64.99
5726,Kemp and Company Ltd.,"Plastics - Pet Bottels, Jars & Containers",NaN,"Strong Momentum: Price above short, medium and long term moving averages",Declining Net Cash Flow : Companies not able to generate net cash,RSI indicating price strength ,No Threat for this stock,1070.00,1160.00,371.00,1160.00
5727,Kengold (India) Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5728,KELTECH Energies Ltd.,Speciality Chemicals,NaN,Company with high TTM EPS Growth,Decline in Net Profit (QoQ),Highest Recovery from 52 Week Low ,No Threat for this stock,2891.00,2891.75,610.15,3339.00
5729,Kemwell International Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5730,Kennametal India Ltd.,Engineering,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),RSI indicating price strength ,No Threat for this stock,2575.05,2629.85,1968.50,3111.80
5731,Ken Financial Services Ltd.,Finance - Leasing & Hire Purchase,12.86,Efficient in managing Assets to generate Profits - ROA improving since last 2 year,Degrowth in Revenue and Profit,Turnaround companies- loss to profit QoQ ,No Threat for this stock,12.86,12.86,7.12,21.99
5732,Kedia Vanaspati Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5733,Kemicare Products Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5734,Kelvin Fincap Ltd.,Finance - Investments,428.95,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,428.95,428.95,306.90,618.00
5735,Kedia Distilleries Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5736,KANORIA ENERGY & INFRASTRUCTURE Ltd.,Cement,29.99,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,No Opportunity for this stock,No Threat for this stock,29.23,30.50,16.06,40.50
5737,Kellton Tech Solutions Ltd.,IT Services & Consulting,104.95,"Strong Momentum: Price above short, medium and long term moving averages",Promoters increased pledged shares QoQ,Highest Recovery from 52 Week Low ,No Threat for this stock,104.70,106.70,41.90,111.70
5738,Keerthi Industries Ltd.,Cement,139.4,"Strong Momentum: Price above short, medium and long term moving averages",Red Flag: High Interest Payments Compared to Earnings,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,136.00,139.40,115.85,154.75
5739,Kedia Agglomerated Marbles Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5740,KDL Biotech Ltd.,Pharmaceuticals,2.14,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,2.14,2.14,1.62,4.00
5741,KEI Industries Ltd.,Cables,NaN,Company with high TTM EPS Growth,MFs decreased their shareholding last quarter,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,3035.00,3134.05,1466.00,3418.85
5742,Kedia Infotech Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5743,KDDL Ltd.,Watches & Accessories,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),Highest Recovery from 52 Week Low ,No Threat for this stock,2838.00,2899.00,976.15,3119.90
5744,Kedia Continental Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5745,KDDL RE Ltd.,Miscellaneous,165.65,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,120.00,200.00,10.00,421.50
5746,Kedia Construction Ltd.,Construction & Contracting - Civil,2.45,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,4.89,4.89,2.45,2.45
5747,KEC International Ltd.,Engineering - Construction,620.15,Growth in Net Profit with increasing Profit Margin (QoQ),Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Brokers upgraded recommendation or target price in the past three months ,No Threat for this stock,616.00,627.45,435.55,747.70
5748,KCD Industries India RE Ltd.,Miscellaneous,1.73,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,1.58,1.73,1.00,10.00
5749,Kedia Chemical Industries Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5750,KCP Sugar Ind Corp Ltd.,Sugar,35.33,Strong Annual EPS Growth,Decline in Net Profit with falling Profit Margin (QoQ),Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,34.35,35.40,21.35,43.90
5751,KDJ Holidayscapes and Resorts Ltd.,"Hotel, Resort & Restaurants",3.65,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,3.65,3.65,3.65,6.31
5752,KCCL Plastic Ltd.,Packaging Materials-Plastic Products,0.83,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.83,0.83,0.83,1.95
5753,KCK Industries Ltd.,Textiles & Apparel,NaN,"Strong Momentum: Price above short, medium and long term moving averages",Poor cash generated from core business - Declining Cash Flow from Operations for last 2 years,Positive Breakout Third Resistance ( LTP > R3) ,No Threat for this stock,49.95,49.95,15.70,49.95
5754,KCP Ltd.,Cement,185.0,"Strong Momentum: Price above short, medium and long term moving averages",MFs decreased their shareholding last quarter,Results Screener: Stocks with upcoming results which are seeing positive shifts in share price ,No Threat for this stock,181.80,189.50,91.70,191.20
5755,Khaitan Overseas Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5756,KCL Infra Projects Ltd.,Construction - Real Estate,3.08,"Strong Momentum: Price above short, medium and long term moving averages","Rising other income, and low operating income",Positive Breakout Second Resistance  ( LTP > R2) ,No Threat for this stock,2.99,3.08,1.32,3.88
5757,KCD Industries India Ltd.,Construction - Real Estate,15.5,Strong Annual EPS Growth,Negative Breakdown Third Support (LTP < S3),RSI indicating price strength ,No Threat for this stock,15.50,15.50,9.67,32.29
5758,KC Textiles Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5759,KCL Infra Projects RE Ltd.,Infrastructure,0.08,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,0.08,0.08,0.08,10.00
5760,KBS India Ltd.,Finance - Stock Broking,12.87,"Strong Momentum: Price above short, medium and long term moving averages",Negative Breakdown Third Support (LTP < S3),Highest Recovery from 52 Week Low ,No Threat for this stock,12.11,13.79,5.82,14.37
5761,VL E-Governance & IT Solutions Ltd.,,34.29,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,34.01,35.70,,None
5762,Kaya Ltd.,Miscellaneous,329.45,Company with Zero Promoter Pledge,Inefficient use of capital to generate profits - RoCE declining in the last 2 years,Stock with Low PE (PE < = 10) ,No Threat for this stock,328.40,332.95,239.45,398.55
5763,Kaytee Cotsynth Industries Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5764,Kay Power and Paper Ltd.,Paper & Forest Products,26.19,"Strong Momentum: Price above short, medium and long term moving averages",Companies with High Debt,Positive Breakout First Resistance ( LTP > R1) ,No Threat for this stock,24.00,26.19,5.15,26.19
5765,Kayel Syntex Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5766,Kay Cee Energy & Infra Ltd.,Miscellaneous,NaN,Strong Annual EPS Growth,Low Piotroski Score : Companies with weak financials,No Opportunity for this stock,No Threat for this stock,232.20,248.65,54.00,249.40
5767,Kaveri Seed Company Ltd.,Agriculture,675.0,"Strong Momentum: Price above short, medium and long term moving averages",Decline in Net Profit with falling Profit Margin (QoQ),"Companies with current TTM PE Ratio less than 3 Year, 5 Year and 10 Year PE ",No Threat for this stock,671.25,680.00,466.50,692.00
5768,KBC Global Ltd.,Construction - Real Estate,2.18,MACD Crossover Above Signal Line,"Negative profit growth, promoters decreasing shareholding QoQ",Stock with Low PE (PE < = 10) ,No Threat for this stock,2.15,2.25,1.90,4.20
5769,Kaveri Engineering Industries Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
5770,Kavini Ispat Ltd.,,NaN,No Strength for this stock,No weakness for this stock,No Opportunity for this stock,No Threat for this stock,,,,None
